player_name_id,element,value,season,event,fixture,total_points,minutes,goals_scored,assists,team_elo,opp_team_elo,position,bonus,bps,clean_sheets,goals_conceded,was_home,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,cbi,defensive_contribution,recoveries,tackles,saves,team_name,opp_team_name
Karl Hein,3.0,40.0,20252026.0,5.0,41.0,0.0,0.0,0.0,0.0,1226.5375302467046,1212.0727230326017,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Man City
Karl Hein,3.0,40.0,20252026.0,6.0,58.0,0.0,0.0,0.0,0.0,1226.1214400053402,1112.1699397233401,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Newcastle
Karl Hein,3.0,40.0,20252026.0,7.0,61.0,0.0,0.0,0.0,0.0,1232.9544054518728,978.9323500399519,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,West Ham
Karl Hein,3.0,40.0,20252026.0,8.0,74.0,0.0,0.0,0.0,0.0,1236.7168176511273,1030.3095815813476,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Fulham
Karl Hein,3.0,40.0,20252026.0,9.0,81.0,0.0,0.0,0.0,0.0,1241.3885255273426,1097.674167066845,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Crystal Palace
Karl Hein,3.0,40.0,20252026.0,10.0,92.0,0.0,0.0,0.0,0.0,1247.4729087881735,910.4897846235817,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Burnley
Karl Hein,3.0,40.0,20252026.0,11.0,108.0,0.0,0.0,0.0,0.0,1249.986237719252,1036.153450701429,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Sunderland
Karl Hein,3.0,40.0,20252026.0,12.0,111.0,0.0,0.0,0.0,0.0,1244.506644972336,1013.7781139018407,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Spurs
Karl Hein,3.0,40.0,20252026.0,13.0,123.0,0.0,0.0,0.0,0.0,1248.6958558198573,1144.719414433196,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Chelsea
Karl Hein,3.0,40.0,20252026.0,14.0,131.0,0.0,0.0,0.0,0.0,1245.7894275913382,1063.038519755727,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brentford
Karl Hein,3.0,40.0,20252026.0,15.0,141.0,0.0,0.0,0.0,0.0,1250.9662568508877,1155.5598508031935,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Aston Villa
Karl Hein,3.0,40.0,20252026.0,16.0,151.0,0.0,0.0,0.0,0.0,1238.2872416744679,904.9129706118312,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Wolves
Karl Hein,3.0,40.0,20252026.0,17.0,164.0,0.0,0.0,0.0,0.0,1240.8465778395362,1065.5870553866316,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Everton
